Orders,Activity,Timestamp,Items,Customers,Packages,amount_of_items
990227,2,2019-07-05 10:12:14,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,2,2019-07-05 10:12:14,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990265,9,2019-07-05 10:41:10,['881071'],12,,1
990249,7,2019-07-05 10:53:40,['881002'],15,,1
990223,4,2019-07-05 10:54:32,"['880899', '881035', '880901', '881034', '881033', '880903']",11,660146,6
990257,4,2019-07-05 10:54:32,"['880899', '881035', '880901', '881034', '881033', '880903']",11,660146,6
990170,7,2019-07-05 11:05:55,['880688'],1,,1
990246,1,2019-07-05 11:05:55,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990254,1,2019-07-05 11:05:55,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990273,3,2019-07-05 11:05:59,['881110'],13,,1
990277,8,2019-07-05 11:06:11,"['881122', '881123', '881120', '881121']",6,,4
990261,7,2019-07-05 11:06:56,['881054'],6,,1
990277,7,2019-07-05 11:10:46,['881120'],6,,1
990265,0,2019-07-05 11:19:30,['881071'],12,,1
990258,4,2019-07-05 11:22:24,"['881041', '881037', '880380']",12,660142,3
990095,4,2019-07-05 11:22:24,"['881041', '881037', '880380']",12,660142,3
990267,3,2019-07-05 11:28:40,['881075'],4,,1
990246,7,2019-07-05 11:35:04,['880995'],16,,1
990236,7,2019-07-05 11:42:02,['880958'],5,,1
990258,7,2019-07-05 11:56:34,['881040'],12,,1
990267,1,2019-07-05 11:56:34,"['881076', '880972']",4,660152,2
990240,1,2019-07-05 11:56:34,"['881076', '880972']",4,660152,2
990248,7,2019-07-05 11:57:37,['881000'],9,,1
990275,7,2019-07-05 12:00:47,['881117'],11,,1
990185,1,2019-07-05 12:00:47,"['881029', '880751', '881027', '880947']",13,660153,4
990255,1,2019-07-05 12:00:47,"['881029', '880751', '881027', '880947']",13,660153,4
990234,1,2019-07-05 12:00:47,"['881029', '880751', '881027', '880947']",13,660153,4
990239,7,2019-07-05 12:09:08,['880968'],0,,1
990273,7,2019-07-05 12:12:37,['881107'],13,,1
990267,7,2019-07-05 12:19:32,['881078'],4,,1
990271,0,2019-07-05 12:22:58,"['881103', '881096', '881098', '881101', '881102', '881097', '881099', '881100']",1,,8
990272,7,2019-07-05 12:27:48,['881105'],13,,1
990231,1,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990184,1,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990133,1,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990252,1,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990236,1,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990278,8,2019-07-05 12:32:10,['881124'],8,,1
990267,7,2019-07-05 13:03:16,['881077'],4,,1
990237,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990260,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990263,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990167,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990238,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990241,10,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990246,10,2019-07-05 13:12:06,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990254,10,2019-07-05 13:12:06,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990185,10,2019-07-05 13:18:50,"['881029', '880751', '881027', '880947']",13,660153,4
990255,10,2019-07-05 13:18:50,"['881029', '880751', '881027', '880947']",13,660153,4
990234,10,2019-07-05 13:18:50,"['881029', '880751', '881027', '880947']",13,660153,4
990251,7,2019-07-05 13:40:49,['881015'],10,,1
990279,8,2019-07-05 14:24:07,"['881125', '881127', '881126', '881128']",12,,4
990277,0,2019-07-05 14:25:19,"['881122', '881123', '881120', '881121']",6,,4
990273,7,2019-07-05 14:44:16,['881109'],13,,1
990277,7,2019-07-05 14:49:38,['881121'],6,,1
990248,9,2019-07-05 14:57:26,['880999'],9,,1
990246,2,2019-07-05 15:10:40,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990254,2,2019-07-05 15:10:40,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990227,7,2019-07-05 15:20:35,['880921'],14,,1
990228,2,2019-07-05 15:22:11,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990253,2,2019-07-05 15:22:11,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990211,2,2019-07-05 15:22:11,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990222,2,2019-07-05 15:22:11,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990274,7,2019-07-05 15:40:02,['881112'],13,,1
990247,1,2019-07-05 15:40:02,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990264,1,2019-07-05 15:40:02,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990259,1,2019-07-05 15:40:02,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990251,10,2019-07-05 15:46:25,"['881016', '880879', '880734']",10,660148,3
990218,10,2019-07-05 15:46:25,"['881016', '880879', '880734']",10,660148,3
990181,10,2019-07-05 15:46:25,"['881016', '880879', '880734']",10,660148,3
990248,10,2019-07-05 15:48:57,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990262,10,2019-07-05 15:48:57,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990250,10,2019-07-05 15:48:57,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990247,10,2019-07-05 15:51:33,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990264,10,2019-07-05 15:51:33,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990259,10,2019-07-05 15:51:33,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990241,9,2019-07-05 16:01:18,['880974'],2,,1
990280,8,2019-07-05 16:08:02,"['881129', '881130']",7,,2
990274,0,2019-07-05 16:11:36,"['881114', '881112', '881111', '881113']",13,,4
990270,7,2019-07-05 16:11:58,['881094'],8,,1
990269,0,2019-07-05 16:22:17,"['881089', '881087', '881086', '881090', '881091', '881092', '881088']",6,,7
990279,3,2019-07-05 16:29:52,['881125'],12,,1
990228,9,2019-07-05 16:39:11,['880924'],8,,1
990228,4,2019-07-05 16:39:45,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990253,4,2019-07-05 16:39:45,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990211,4,2019-07-05 16:39:45,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990222,4,2019-07-05 16:39:45,"['880896', '881022', '880851', '880925', '880850', '880926']",8,660145,6
990271,3,2019-07-05 16:42:29,['881101'],1,,1
990254,0,2019-07-05 16:49:36,"['881025', '881024']",16,,2
990213,2,2019-07-05 16:56:46,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990227,2,2019-07-05 16:56:46,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,2,2019-07-05 16:56:46,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990260,3,2019-07-05 17:08:43,['881047'],2,,1
990279,3,2019-07-05 17:28:13,['881128'],12,,1
990249,7,2019-07-05 17:33:26,['881003'],15,,1
990281,8,2019-07-05 17:35:51,"['881134', '881135', '881131', '881133', '881132']",13,,5
990247,2,2019-07-05 17:45:51,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990264,2,2019-07-05 17:45:51,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990259,2,2019-07-05 17:45:51,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990269,7,2019-07-05 18:03:06,['881087'],6,,1
990266,7,2019-07-05 18:17:08,['881073'],0,,1
990267,10,2019-07-05 18:32:17,"['881076', '880972']",4,660152,2
990240,10,2019-07-05 18:32:17,"['881076', '880972']",4,660152,2
990268,0,2019-07-05 18:35:57,"['881083', '881079', '881081', '881082', '881080', '881085', '881084']",6,,7
990281,0,2019-07-05 18:56:58,"['881134', '881135', '881131', '881133', '881132']",13,,5
990282,8,2019-07-05 19:31:29,"['881137', '881136']",11,,2
990283,8,2019-07-05 22:42:33,"['881139', '881138', '881140']",5,,3
990284,8,2019-07-06 19:15:12,"['881145', '881148', '881141', '881143', '881147', '881146', '881144', '881149', '881142']",6,,9
990162,6,2019-07-07 13:08:50,"['880644', '880645', '880646', '880643']",2,,4
990285,8,2019-07-07 19:18:12,"['881150', '881153', '881152', '881154', '881151']",8,,5
990260,9,2019-07-08 08:28:29,['881045'],2,,1
990034,5,2019-07-08 08:33:45,"['880134', '880133', '880130', '880131', '880132']",13,,5
990165,6,2019-07-08 08:33:57,"['880660', '880661', '880659']",10,,3
990260,9,2019-07-08 08:51:24,['881047'],2,,1
990270,0,2019-07-08 08:53:04,"['881094', '881095', '881093']",8,,3
990286,8,2019-07-08 08:58:24,"['881156', '881155']",4,,2
990255,9,2019-07-08 09:07:50,['881026'],13,,1
990266,7,2019-07-08 09:10:14,['881074'],0,,1
990249,1,2019-07-08 09:10:14,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990245,1,2019-07-08 09:10:14,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990244,1,2019-07-08 09:10:14,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990272,0,2019-07-08 09:21:11,"['881104', '881105']",13,,2
990185,4,2019-07-08 09:25:35,"['881029', '880751', '881027', '880947']",13,660153,4
990255,4,2019-07-08 09:25:35,"['881029', '880751', '881027', '880947']",13,660153,4
990234,4,2019-07-08 09:25:35,"['881029', '880751', '881027', '880947']",13,660153,4
990231,10,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990184,10,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990133,10,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990252,10,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990236,10,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990266,4,2019-07-08 09:49:39,"['880785', '881072']",0,660147,2
990194,4,2019-07-08 09:49:39,"['880785', '881072']",0,660147,2
990284,3,2019-07-08 09:50:35,['881148'],6,,1
990273,7,2019-07-08 10:17:38,['881106'],13,,1
990284,7,2019-07-08 10:24:23,['881149'],6,,1
990261,3,2019-07-08 10:41:38,['881056'],6,,1
990241,5,2019-07-08 10:43:48,"['880973', '880974']",2,,2
990282,0,2019-07-08 10:48:52,"['881137', '881136']",11,,2
990282,5,2019-07-08 10:50:57,"['881137', '881136']",11,,2
990285,0,2019-07-08 10:55:09,"['881150', '881153', '881152', '881154', '881151']",8,,5
990283,0,2019-07-08 11:06:25,"['881139', '881138', '881140']",5,,3
990275,3,2019-07-08 11:14:54,['881115'],11,,1
990287,8,2019-07-08 11:17:24,"['881158', '881160', '881161', '881157', '881159']",5,,5
990047,7,2019-07-08 11:22:45,['880182'],16,,1
990279,0,2019-07-08 11:36:33,"['881125', '881127', '881126', '881128']",12,,4
990280,3,2019-07-08 11:50:26,['881130'],7,,1
990275,0,2019-07-08 11:55:52,"['881116', '881115', '881117']",11,,3
990284,7,2019-07-08 11:58:31,['881144'],6,,1
990274,7,2019-07-08 11:59:03,['881111'],13,,1
990278,7,2019-07-08 12:14:48,['881124'],8,,1
990231,4,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990184,4,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990133,4,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990252,4,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990236,4,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",5,660154,6
990284,7,2019-07-08 12:28:49,['881145'],6,,1
990278,0,2019-07-08 12:37:54,['881124'],8,,1
990200,7,2019-07-08 12:47:38,['880806'],8,,1
990271,1,2019-07-08 12:47:38,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990225,1,2019-07-08 12:47:38,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990170,1,2019-07-08 12:47:38,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990288,8,2019-07-08 12:54:35,"['881163', '881162', '881164']",14,,3
990279,7,2019-07-08 13:14:20,['881127'],12,,1
990273,0,2019-07-08 13:40:42,"['881108', '881106', '881110', '881107', '881109']",13,,5
990282,7,2019-07-08 13:43:54,['881137'],11,,1
990286,7,2019-07-08 13:45:22,['881155'],4,,1
990246,4,2019-07-08 14:13:06,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990254,4,2019-07-08 14:13:06,"['880990', '880991', '880992', '880993', '881024']",16,660151,5
990238,7,2019-07-08 14:32:19,['880964'],2,,1
990170,5,2019-07-08 14:32:32,"['880689', '880688', '880690']",1,,3
990265,5,2019-07-08 14:49:51,['881071'],12,,1
990287,0,2019-07-08 14:51:02,"['881158', '881160', '881161', '881157', '881159']",5,,5
990271,7,2019-07-08 15:06:47,['881097'],1,,1
990269,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990284,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990261,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990277,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990268,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990276,1,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990223,7,2019-07-08 15:06:49,['880902'],11,,1
990289,8,2019-07-08 15:08:58,"['881168', '881167', '881166', '881165']",14,,4
990284,0,2019-07-08 15:14:29,"['881145', '881148', '881141', '881143', '881147', '881146', '881144', '881149', '881142']",6,,9
990281,7,2019-07-08 15:20:12,['881134'],13,,1
990280,7,2019-07-08 15:44:51,['881129'],7,,1
990267,4,2019-07-08 15:52:08,"['881076', '880972']",4,660152,2
990240,4,2019-07-08 15:52:08,"['881076', '880972']",4,660152,2
990251,2,2019-07-08 15:53:19,"['881016', '880879', '880734']",10,660148,3
990218,2,2019-07-08 15:53:19,"['881016', '880879', '880734']",10,660148,3
990181,2,2019-07-08 15:53:19,"['881016', '880879', '880734']",10,660148,3
990286,0,2019-07-08 15:57:03,"['881156', '881155']",4,,2
990288,7,2019-07-08 15:58:35,['881162'],14,,1
990285,3,2019-07-08 16:00:53,['881153'],8,,1
990279,3,2019-07-08 16:04:46,['881126'],12,,1
990258,7,2019-07-08 16:12:21,['881039'],12,,1
990263,7,2019-07-08 16:17:12,['881067'],2,,1
990167,7,2019-07-08 16:21:34,['880672'],2,,1
990213,2,2019-07-08 16:30:34,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990227,2,2019-07-08 16:30:34,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,2,2019-07-08 16:30:34,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990237,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990260,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990263,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990167,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990238,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990241,4,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",2,660150,9
990290,8,2019-07-08 16:37:43,['881169'],13,,1
990268,7,2019-07-08 16:43:54,['881084'],6,,1
990258,7,2019-07-08 16:55:31,['881042'],12,,1
990284,3,2019-07-08 17:18:34,['881141'],6,,1
990260,7,2019-07-08 17:29:49,['881047'],2,,1
990287,7,2019-07-08 17:31:07,['881157'],5,,1
990253,5,2019-07-08 17:48:08,"['881023', '881022']",8,,2
990290,0,2019-07-08 18:02:55,['881169'],13,,1
990291,8,2019-07-08 18:35:13,"['881171', '881170', '881174', '881175', '881176', '881172', '881173']",14,,7
990282,7,2019-07-08 18:39:58,['881136'],11,,1
990279,9,2019-07-08 19:04:10,['881126'],12,,1
990239,7,2019-07-08 19:07:08,['880969'],0,,1
990292,8,2019-07-08 21:25:14,"['881177', '881178']",16,,2
990258,1,2019-07-09 01:00:00,"['881042', '881127', '881039', '881040', '881038']",12,660159,5
990279,1,2019-07-09 01:00:00,"['881042', '881127', '881039', '881040', '881038']",12,660159,5
990293,8,2019-07-09 04:49:18,"['881180', '881179', '881182', '881181']",16,,4
990273,7,2019-07-09 08:44:26,['881108'],13,,1
990255,7,2019-07-09 08:48:50,['881026'],13,,1
990276,0,2019-07-09 08:53:13,"['881119', '881118']",6,,2
990244,7,2019-07-09 09:25:35,['880985'],15,,1
990248,4,2019-07-09 09:36:25,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990262,4,2019-07-09 09:36:25,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990250,4,2019-07-09 09:36:25,"['881064', '881001', '881062', '881011', '881013']",9,660149,5
990274,7,2019-07-09 09:37:04,['881113'],13,,1
990267,9,2019-07-09 09:38:00,['881075'],4,,1
990239,3,2019-07-09 09:38:58,['880967'],0,,1
990177,6,2019-07-09 09:48:14,"['880721', '880720', '880722', '880723', '880719', '880717', '880718']",9,,7
990289,0,2019-07-09 09:54:38,"['881168', '881167', '881166', '881165']",14,,4
990253,9,2019-07-09 09:59:36,['881023'],8,,1
990291,0,2019-07-09 10:13:09,"['881171', '881170', '881174', '881175', '881176', '881172', '881173']",14,,7
990294,8,2019-07-09 10:20:01,"['881183', '881184']",12,,2
990285,3,2019-07-09 10:23:49,['881154'],8,,1
990171,7,2019-07-09 10:25:07,['880691'],9,,1
990285,7,2019-07-09 10:25:54,['881152'],8,,1
990293,0,2019-07-09 10:32:28,"['881180', '881179', '881182', '881181']",16,,4
990212,7,2019-07-09 10:35:16,['880860'],1,,1
990261,9,2019-07-09 10:38:50,['881056'],6,,1
990288,0,2019-07-09 10:43:24,"['881163', '881162', '881164']",14,,3
990279,9,2019-07-09 11:05:12,['881125'],12,,1
990269,7,2019-07-09 11:11:29,['881091'],6,,1
990275,7,2019-07-09 11:14:28,['881116'],11,,1
990277,5,2019-07-09 11:19:52,"['881122', '881123', '881120', '881121']",6,,4
990213,2,2019-07-09 11:23:57,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990227,2,2019-07-09 11:23:57,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,2,2019-07-09 11:23:57,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990248,7,2019-07-09 11:28:23,['880998'],9,,1
990213,5,2019-07-09 11:46:38,"['880862', '880861', '880863', '880864', '880866', '880865']",14,,6
990291,7,2019-07-09 11:50:36,['881174'],14,,1
990100,7,2019-07-09 11:54:09,['880401'],9,,1
990227,1,2019-07-09 11:54:09,"['881030', '881174', '881162', '880921']",14,660160,4
990288,1,2019-07-09 11:54:09,"['881030', '881174', '881162', '880921']",14,660160,4
990291,1,2019-07-09 11:54:09,"['881030', '881174', '881162', '880921']",14,660160,4
990256,1,2019-07-09 11:54:09,"['881030', '881174', '881162', '880921']",14,660160,4
990288,7,2019-07-09 11:56:15,['881164'],14,,1
990284,9,2019-07-09 11:57:44,['881141'],6,,1
990295,8,2019-07-09 11:59:50,"['881185', '881186', '881188', '881187']",13,,4
990279,9,2019-07-09 12:05:31,['881128'],12,,1
990287,7,2019-07-09 12:10:56,['881159'],5,,1
990251,2,2019-07-09 12:14:32,"['881016', '880879', '880734']",10,660148,3
990218,2,2019-07-09 12:14:32,"['881016', '880879', '880734']",10,660148,3
990181,2,2019-07-09 12:14:32,"['881016', '880879', '880734']",10,660148,3
990291,7,2019-07-09 12:25:38,['881175'],14,,1
990254,9,2019-07-09 12:25:52,['881025'],16,,1
990273,5,2019-07-09 12:26:00,"['881108', '881106', '881110', '881107', '881109']",13,,5
990154,7,2019-07-09 13:26:39,['880611'],2,,1
990285,1,2019-07-09 13:26:39,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990278,1,2019-07-09 13:26:39,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990200,1,2019-07-09 13:26:39,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990270,1,2019-07-09 13:26:39,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990291,7,2019-07-09 13:49:36,['881172'],14,,1
990279,7,2019-07-09 13:53:23,['881126'],12,,1
990280,9,2019-07-09 13:57:40,['881130'],7,,1
990269,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990284,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990261,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990277,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990268,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990276,10,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990296,8,2019-07-09 14:19:27,"['881189', '881190', '881191', '881192']",5,,4
990065,6,2019-07-09 14:38:58,"['880245', '880246']",14,,2
990281,7,2019-07-09 14:42:33,['881133'],13,,1
990289,7,2019-07-09 14:43:43,['881168'],14,,1
990271,10,2019-07-09 14:48:30,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990225,10,2019-07-09 14:48:30,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990170,10,2019-07-09 14:48:30,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990249,10,2019-07-09 14:56:21,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990245,10,2019-07-09 14:56:21,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990244,10,2019-07-09 14:56:21,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990277,3,2019-07-09 15:28:55,['881122'],6,,1
990293,5,2019-07-09 15:32:08,"['881180', '881179', '881182', '881181']",16,,4
990271,7,2019-07-09 15:53:11,['881103'],1,,1
990251,1,2019-07-09 15:53:11,"['881014', '881015', '880799']",10,660162,3
990198,1,2019-07-09 15:53:11,"['881014', '881015', '880799']",10,660162,3
990284,7,2019-07-09 15:56:45,['881147'],6,,1
990297,8,2019-07-09 15:58:42,"['881194', '881193', '881195']",9,,3
990169,6,2019-07-09 16:08:05,"['880686', '880687', '880685']",8,,3
990294,0,2019-07-09 16:12:50,"['881183', '881184']",12,,2
990269,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990284,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990261,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990277,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990268,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990276,4,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",6,660158,20
990213,2,2019-07-09 16:18:14,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990227,2,2019-07-09 16:18:14,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,2,2019-07-09 16:18:14,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990280,0,2019-07-09 16:24:31,"['881129', '881130']",7,,2
990275,5,2019-07-09 16:37:22,"['881116', '881115', '881117']",11,,3
990287,7,2019-07-09 16:37:38,['881161'],5,,1
990247,4,2019-07-09 16:45:59,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990264,4,2019-07-09 16:45:59,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990259,4,2019-07-09 16:45:59,"['881043', '880996', '881068', '880997', '881069']",3,660155,5
990295,7,2019-07-09 16:49:19,['881185'],13,,1
990248,1,2019-07-09 16:49:19,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990171,1,2019-07-09 16:49:19,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990100,1,2019-07-09 16:49:19,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990250,1,2019-07-09 16:49:19,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990065,5,2019-07-09 16:59:01,"['880245', '880246']",14,,2
990249,4,2019-07-09 17:05:22,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
