Orders,Activity,Timestamp
990220,1,2019-07-12 11:47:30
990292,1,2019-07-12 11:47:30
990298,1,2019-07-12 11:47:30
990254,1,2019-07-12 11:47:30
990293,1,2019-07-12 11:47:30
990314,0,2019-07-12 11:49:33
990318,8,2019-07-12 12:00:55
990318,7,2019-07-12 12:11:57
990282,4,2019-07-12 12:23:18
990223,4,2019-07-12 12:23:18
990275,4,2019-07-12 12:23:18
990262,7,2019-07-12 12:52:25
990284,7,2019-07-12 12:54:01
990260,10,2019-07-12 12:57:25
990154,10,2019-07-12 12:57:25
990263,10,2019-07-12 12:57:25
990167,10,2019-07-12 12:57:25
990238,10,2019-07-12 12:57:25
990319,8,2019-07-12 13:21:37
990285,9,2019-07-12 13:56:45
990306,7,2019-07-12 14:13:26
990305,7,2019-07-12 14:20:17
990307,0,2019-07-12 14:48:11
990288,7,2019-07-12 14:56:30
990260,4,2019-07-12 15:01:10
990154,4,2019-07-12 15:01:10
990263,4,2019-07-12 15:01:10
990167,4,2019-07-12 15:01:10
990238,4,2019-07-12 15:01:10
990320,8,2019-07-12 15:03:02
990305,7,2019-07-12 15:04:20
990316,7,2019-07-12 15:06:07
990274,7,2019-07-12 15:06:08
990285,1,2019-07-12 15:06:08
990315,1,2019-07-12 15:06:08
990253,1,2019-07-12 15:06:08
990222,1,2019-07-12 15:06:08
990190,1,2019-07-12 15:06:08
990259,7,2019-07-12 15:10:12
990315,7,2019-07-12 15:16:15
990307,9,2019-07-12 15:21:47
990316,7,2019-07-12 15:23:15
990289,4,2019-07-12 15:26:35
990288,4,2019-07-12 15:26:35
990291,4,2019-07-12 15:26:35
990309,7,2019-07-12 15:34:37
990320,3,2019-07-12 15:39:11
990317,7,2019-07-12 15:45:08
990297,1,2019-07-12 15:45:08
990248,1,2019-07-12 15:45:08
990262,1,2019-07-12 15:45:08
990318,0,2019-07-12 15:48:26
990296,9,2019-07-12 15:57:19
990314,7,2019-07-12 16:10:00
990320,7,2019-07-12 16:20:51
990313,7,2019-07-12 16:21:26
990321,8,2019-07-12 16:25:51
990227,4,2019-07-12 16:25:53
990288,4,2019-07-12 16:25:53
990291,4,2019-07-12 16:25:53
990256,4,2019-07-12 16:25:53
990320,0,2019-07-12 16:32:57
990317,0,2019-07-12 16:37:06
990321,0,2019-07-12 16:42:45
990305,5,2019-07-12 16:48:46
990311,3,2019-07-12 17:05:29
990299,7,2019-07-12 17:08:45
990303,9,2019-07-12 17:12:05
990298,7,2019-07-12 17:23:47
990302,1,2019-07-12 17:23:47
990243,9,2019-07-12 17:27:04
990315,7,2019-07-12 17:39:50
990299,10,2019-07-12 18:05:01
990283,10,2019-07-12 18:05:01
990287,10,2019-07-12 18:05:01
990192,10,2019-07-12 18:05:01
990322,8,2019-07-12 18:11:30
990246,10,2019-07-12 18:23:23
990314,10,2019-07-12 18:23:23
990220,10,2019-07-12 18:23:23
990292,10,2019-07-12 18:23:23
990298,10,2019-07-12 18:23:23
990254,10,2019-07-12 18:23:23
990293,10,2019-07-12 18:23:23
990323,8,2019-07-12 20:14:04
990293,9,2019-07-12 20:23:37
990287,7,2019-07-12 20:51:39
990317,3,2019-07-12 22:15:56
990324,8,2019-07-12 23:07:43
990325,8,2019-07-13 21:22:57
990108,1,2019-07-14 01:00:00
990259,1,2019-07-14 01:00:00
990318,1,2019-07-14 01:00:00
990202,6,2019-07-14 10:26:25
990085,6,2019-07-14 13:59:35
990082,6,2019-07-14 15:34:40
990326,8,2019-07-14 21:33:42
990108,10,2019-07-15 09:03:20
990259,10,2019-07-15 09:03:20
990318,10,2019-07-15 09:03:20
990300,3,2019-07-15 09:27:03
990327,8,2019-07-15 09:27:27
990300,9,2019-07-15 09:30:09
990311,9,2019-07-15 09:32:14
990258,4,2019-07-15 09:43:48
990279,4,2019-07-15 09:43:48
990246,4,2019-07-15 09:44:19
990314,4,2019-07-15 09:44:19
990220,4,2019-07-15 09:44:19
990292,4,2019-07-15 09:44:19
990298,4,2019-07-15 09:44:19
990254,4,2019-07-15 09:44:19
990293,4,2019-07-15 09:44:19
990301,7,2019-07-15 09:44:26
990318,7,2019-07-15 09:46:09
990259,5,2019-07-15 10:12:48
990302,0,2019-07-15 10:20:12
990314,7,2019-07-15 10:23:18
990285,10,2019-07-15 10:29:04
990315,10,2019-07-15 10:29:04
990253,10,2019-07-15 10:29:04
990222,10,2019-07-15 10:29:04
990190,10,2019-07-15 10:29:04
990308,9,2019-07-15 10:30:33
990291,7,2019-07-15 10:33:21
990166,7,2019-07-15 10:34:02
990300,10,2019-07-15 10:44:36
990294,10,2019-07-15 10:44:36
990279,10,2019-07-15 10:44:36
990216,7,2019-07-15 11:00:48
990274,1,2019-07-15 11:00:48
990309,1,2019-07-15 11:00:48
990216,1,2019-07-15 11:00:48
990310,1,2019-07-15 11:00:48
990281,1,2019-07-15 11:00:48
990272,1,2019-07-15 11:00:48
990255,1,2019-07-15 11:00:48
990232,10,2019-07-15 11:09:46
990244,10,2019-07-15 11:09:46
990328,8,2019-07-15 11:14:42
990319,7,2019-07-15 11:23:07
990251,4,2019-07-15 11:27:02
990218,4,2019-07-15 11:27:02
990181,4,2019-07-15 11:27:02
990310,7,2019-07-15 11:28:45
990321,7,2019-07-15 11:32:28
990148,5,2019-07-15 11:32:49
990280,4,2019-07-15 11:33:07
990242,4,2019-07-15 11:33:07
990319,3,2019-07-15 11:38:18
990320,9,2019-07-15 11:42:24
990322,7,2019-07-15 12:06:43
990323,0,2019-07-15 12:23:26
990243,5,2019-07-15 12:38:56
990315,0,2019-07-15 12:39:13
990329,8,2019-07-15 12:49:11
990297,10,2019-07-15 13:04:00
990248,10,2019-07-15 13:04:00
990262,10,2019-07-15 13:04:00
990327,7,2019-07-15 13:17:36
990324,7,2019-07-15 13:20:05
990274,10,2019-07-15 13:27:25
990309,10,2019-07-15 13:27:25
990216,10,2019-07-15 13:27:25
990310,10,2019-07-15 13:27:25
990281,10,2019-07-15 13:27:25
990272,10,2019-07-15 13:27:25
990255,10,2019-07-15 13:27:25
990302,7,2019-07-15 13:31:31
990100,5,2019-07-15 13:52:20
990325,7,2019-07-15 13:56:47
990324,7,2019-07-15 14:09:10
990301,1,2019-07-15 14:09:10
990311,1,2019-07-15 14:09:10
990305,1,2019-07-15 14:09:10
990327,1,2019-07-15 14:09:10
990328,7,2019-07-15 14:16:19
990307,9,2019-07-15 14:18:08
990327,0,2019-07-15 14:19:30
990278,5,2019-07-15 14:19:30
990104,5,2019-07-15 14:38:05
990327,3,2019-07-15 14:43:25
990328,7,2019-07-15 14:45:25
990330,8,2019-07-15 14:58:10
990239,7,2019-07-15 14:59:40
990304,5,2019-07-15 15:05:10
990329,7,2019-07-15 15:08:53
990323,5,2019-07-15 15:11:14
990303,9,2019-07-15 15:28:33
990212,6,2019-07-15 15:34:40
990232,4,2019-07-15 15:47:18
990244,4,2019-07-15 15:47:18
990267,4,2019-07-15 15:48:35
990286,4,2019-07-15 15:48:35
990319,7,2019-07-15 16:02:57
990297,4,2019-07-15 16:05:06
990248,4,2019-07-15 16:05:06
990262,4,2019-07-15 16:05:06
990328,7,2019-07-15 16:12:21
990325,7,2019-07-15 16:32:51
990316,3,2019-07-15 16:41:22
990300,4,2019-07-15 16:42:32
990294,4,2019-07-15 16:42:32
990279,4,2019-07-15 16:42:32
990299,4,2019-07-15 16:45:36
990283,4,2019-07-15 16:45:36
990287,4,2019-07-15 16:45:36
990192,4,2019-07-15 16:45:36
990306,7,2019-07-15 17:00:21
990326,0,2019-07-15 17:15:35
990331,8,2019-07-15 17:16:07
990331,0,2019-07-15 17:18:51
990316,5,2019-07-15 17:29:31
990331,7,2019-07-15 17:33:57
990274,4,2019-07-15 17:52:54
990309,4,2019-07-15 17:52:54
990216,4,2019-07-15 17:52:54
990310,4,2019-07-15 17:52:54
990281,4,2019-07-15 17:52:54
990272,4,2019-07-15 17:52:54
990255,4,2019-07-15 17:52:54
990191,5,2019-07-15 18:03:17
990218,7,2019-07-15 18:42:40
990303,1,2019-07-15 18:42:40
990316,1,2019-07-15 18:42:40
990332,8,2019-07-15 18:52:02
990303,5,2019-07-15 19:21:43
990328,7,2019-07-15 20:25:10
990328,7,2019-07-15 22:08:03
990333,8,2019-07-15 22:15:40
990330,0,2019-07-15 22:51:09
990334,8,2019-07-16 08:22:55
990306,7,2019-07-16 08:46:08
990302,5,2019-07-16 08:46:11
990317,7,2019-07-16 08:47:12
990331,7,2019-07-16 08:52:32
990238,1,2019-07-16 08:52:32
990260,1,2019-07-16 08:52:32
990329,7,2019-07-16 09:13:50
990328,0,2019-07-16 09:14:35
990308,5,2019-07-16 09:17:17
990303,10,2019-07-16 09:22:05
990316,10,2019-07-16 09:22:05
990296,7,2019-07-16 09:29:51
990325,1,2019-07-16 09:29:51
990269,1,2019-07-16 09:29:51
990284,1,2019-07-16 09:29:51
990261,1,2019-07-16 09:29:51
990277,1,2019-07-16 09:29:51
990334,7,2019-07-16 09:36:14
990108,2,2019-07-16 09:52:58
990259,2,2019-07-16 09:52:58
990318,2,2019-07-16 09:52:58
990331,7,2019-07-16 09:56:17
990306,7,2019-07-16 09:58:13
990330,7,2019-07-16 10:07:01
990238,10,2019-07-16 10:21:14
990260,10,2019-07-16 10:21:14
990332,7,2019-07-16 10:22:46
990335,8,2019-07-16 10:24:10
990321,7,2019-07-16 10:32:57
990327,7,2019-07-16 10:40:10
990308,7,2019-07-16 10:45:33
990329,7,2019-07-16 10:48:24
990283,1,2019-07-16 10:48:24
990287,1,2019-07-16 10:48:24
990330,1,2019-07-16 10:48:24
990299,1,2019-07-16 10:48:24
990296,1,2019-07-16 10:48:24
990308,7,2019-07-16 10:56:22
990316,9,2019-07-16 11:13:50
990318,7,2019-07-16 11:14:05
990323,7,2019-07-16 11:22:56
990319,0,2019-07-16 11:28:06
990108,4,2019-07-16 11:32:41
990259,4,2019-07-16 11:32:41
990318,4,2019-07-16 11:32:41
990299,9,2019-07-16 11:57:38
990302,9,2019-07-16 12:05:21
990149,7,2019-07-16 12:07:56
990336,8,2019-07-16 12:08:07
990318,7,2019-07-16 12:08:59
990228,7,2019-07-16 12:10:51
990322,1,2019-07-16 12:10:51
990209,1,2019-07-16 12:10:51
990085,1,2019-07-16 12:10:51
990304,3,2019-07-16 12:13:16
990329,0,2019-07-16 12:32:47
990336,0,2019-07-16 12:32:55
990214,5,2019-07-16 12:39:31
990271,9,2019-07-16 12:45:07
990321,7,2019-07-16 12:46:53
990265,7,2019-07-16 13:02:30
990334,7,2019-07-16 13:19:24
990320,1,2019-07-16 13:19:24
990280,1,2019-07-16 13:19:24
990149,1,2019-07-16 13:19:24
990306,1,2019-07-16 13:19:24
990337,8,2019-07-16 13:36:02
990238,4,2019-07-16 13:40:21
990260,4,2019-07-16 13:40:21
990332,7,2019-07-16 14:23:24
990311,9,2019-07-16 14:24:36
990279,7,2019-07-16 14:26:59
990336,7,2019-07-16 14:29:07
990326,7,2019-07-16 14:35:51
990337,3,2019-07-16 14:40:11
990285,4,2019-07-16 14:44:28
990315,4,2019-07-16 14:44:28
990253,4,2019-07-16 14:44:28
990222,4,2019-07-16 14:44:28
990190,4,2019-07-16 14:44:28
990321,3,2019-07-16 14:47:19
990315,7,2019-07-16 14:51:19
990313,0,2019-07-16 14:55:19
990294,5,2019-07-16 15:15:24
990314,7,2019-07-16 15:20:24
990302,10,2019-07-16 15:25:09
990322,10,2019-07-16 15:26:00
990209,10,2019-07-16 15:26:00
990085,10,2019-07-16 15:26:00
990303,4,2019-07-16 15:26:06
990316,4,2019-07-16 15:26:06
990320,10,2019-07-16 15:28:59
990280,10,2019-07-16 15:28:59
990149,10,2019-07-16 15:28:59
990306,10,2019-07-16 15:28:59
990338,8,2019-07-16 15:31:51
990283,10,2019-07-16 15:35:10
990287,10,2019-07-16 15:35:10
990330,10,2019-07-16 15:35:10
990299,10,2019-07-16 15:35:10
990296,10,2019-07-16 15:35:10
990315,3,2019-07-16 15:44:07
990332,7,2019-07-16 15:45:05
990288,1,2019-07-16 15:45:05
990291,1,2019-07-16 15:45:05
990336,1,2019-07-16 15:45:05
990335,0,2019-07-16 15:48:09
990249,5,2019-07-16 15:49:08
990334,7,2019-07-16 15:49:44
990318,7,2019-07-16 15:51:52
990338,0,2019-07-16 15:56:34
990334,0,2019-07-16 16:00:37
990311,7,2019-07-16 16:11:03
990308,1,2019-07-16 16:11:03
990315,1,2019-07-16 16:11:03
990228,1,2019-07-16 16:11:03
990295,7,2019-07-16 16:15:08
990327,5,2019-07-16 16:15:59
990301,10,2019-07-16 16:35:50
990311,10,2019-07-16 16:35:50
990305,10,2019-07-16 16:35:50
990327,10,2019-07-16 16:35:50
990244,7,2019-07-16 16:42:00
990335,7,2019-07-16 16:43:14
990337,7,2019-07-16 16:53:09
990314,5,2019-07-16 16:55:58
990321,7,2019-07-16 17:05:19
990335,3,2019-07-16 17:13:24
990333,7,2019-07-16 17:15:07
990317,1,2019-07-16 17:15:07
990239,1,2019-07-16 17:15:07
990331,1,2019-07-16 17:15:07
990329,7,2019-07-16 17:21:50
990339,8,2019-07-16 17:23:30
990302,7,2019-07-16 17:31:35
990138,7,2019-07-16 17:34:41
990319,9,2019-07-16 17:34:46
990264,5,2019-07-16 17:57:41
990313,7,2019-07-16 18:01:10
990338,3,2019-07-16 18:24:08
990335,3,2019-07-16 18:26:51
990216,6,2019-07-16 18:42:12
990338,7,2019-07-16 18:54:17
990333,7,2019-07-16 18:55:09
990324,1,2019-07-16 18:55:09
990314,1,2019-07-16 18:55:09
990319,1,2019-07-16 18:55:09
990298,1,2019-07-16 18:55:09
990328,1,2019-07-16 18:55:09
990323,1,2019-07-16 18:55:09
990333,0,2019-07-16 19:01:33
990222,6,2019-07-16 19:04:54
990340,8,2019-07-16 19:06:47
990301,5,2019-07-16 19:16:14
990325,0,2019-07-16 19:31:01
990341,8,2019-07-16 21:53:09
990342,8,2019-07-17 07:36:48
990337,7,2019-07-17 08:37:09
990327,7,2019-07-17 08:50:19
990322,0,2019-07-17 08:50:44
990325,10,2019-07-17 08:54:05
990269,10,2019-07-17 08:54:05
990284,10,2019-07-17 08:54:05
990261,10,2019-07-17 08:54:05
990277,10,2019-07-17 08:54:05
990329,7,2019-07-17 08:56:13
990339,0,2019-07-17 09:00:00
990337,9,2019-07-17 09:00:25
990308,10,2019-07-17 09:05:02
990315,10,2019-07-17 09:05:02
990228,10,2019-07-17 09:05:02
990341,7,2019-07-17 09:24:56
990302,4,2019-07-17 09:27:03
990316,7,2019-07-17 09:37:48
990308,4,2019-07-17 09:40:31
990315,4,2019-07-17 09:40:31
990228,4,2019-07-17 09:40:31
990287,7,2019-07-17 09:47:10
990224,6,2019-07-17 10:00:17
990305,7,2019-07-17 10:03:45
990321,7,2019-07-17 10:04:37
990234,7,2019-07-17 10:08:57
990336,3,2019-07-17 10:13:58
990324,10,2019-07-17 10:21:04
990314,10,2019-07-17 10:21:04
990319,10,2019-07-17 10:21:04
990298,10,2019-07-17 10:21:04
990328,10,2019-07-17 10:21:04
990323,10,2019-07-17 10:21:04
990343,8,2019-07-17 10:24:16
990304,9,2019-07-17 10:29:09
990321,3,2019-07-17 10:54:39
990293,7,2019-07-17 10:59:49
990317,7,2019-07-17 11:00:12
990288,10,2019-07-17 11:08:19
990291,10,2019-07-17 11:08:19
990336,10,2019-07-17 11:08:19
990225,6,2019-07-17 11:14:27
990331,3,2019-07-17 11:14:35
990341,0,2019-07-17 11:18:38
990237,5,2019-07-17 11:26:18
990289,7,2019-07-17 11:32:05
990331,7,2019-07-17 11:45:22
990102,7,2019-07-17 11:45:53
990313,1,2019-07-17 11:45:53
990332,1,2019-07-17 11:45:53
990303,7,2019-07-17 11:46:51
990340,3,2019-07-17 11:49:23
990220,6,2019-07-17 11:52:15
990283,4,2019-07-17 12:05:11
990287,4,2019-07-17 12:05:11
990330,4,2019-07-17 12:05:11
990299,4,2019-07-17 12:05:11
990296,4,2019-07-17 12:05:11
990085,5,2019-07-17 12:08:04
990344,8,2019-07-17 12:08:20
990332,3,2019-07-17 12:15:56
990162,7,2019-07-17 12:31:44
990309,3,2019-07-17 12:39:31
990226,6,2019-07-17 13:05:01
990336,9,2019-07-17 13:35:51
990345,8,2019-07-17 13:36:27
990332,7,2019-07-17 13:47:41
990240,7,2019-07-17 13:52:28
990321,9,2019-07-17 13:56:17
990271,7,2019-07-17 14:04:56
990318,1,2019-07-17 14:04:56
990166,1,2019-07-17 14:04:56
990320,7,2019-07-17 14:06:23
990321,3,2019-07-17 14:10:34
990271,7,2019-07-17 14:25:13
990318,7,2019-07-17 14:29:12
990318,10,2019-07-17 14:36:51
990166,10,2019-07-17 14:36:51
990321,9,2019-07-17 14:37:19
990325,4,2019-07-17 14:42:56
990269,4,2019-07-17 14:42:56
990284,4,2019-07-17 14:42:56
990261,4,2019-07-17 14:42:56
990277,4,2019-07-17 14:42:56
990331,9,2019-07-17 14:59:13
990304,9,2019-07-17 15:01:17
990339,3,2019-07-17 15:01:21
990344,7,2019-07-17 15:14:42
990325,7,2019-07-17 15:25:48
990344,1,2019-07-17 15:25:48
990338,1,2019-07-17 15:25:48
990329,1,2019-07-17 15:25:48
990310,1,2019-07-17 15:25:48
990234,1,2019-07-17 15:25:48
990295,1,2019-07-17 15:25:48
990342,0,2019-07-17 15:31:34
990346,8,2019-07-17 15:32:41
990340,7,2019-07-17 15:35:26
990340,9,2019-07-17 15:39:17
990322,7,2019-07-17 15:45:31
990301,2,2019-07-17 15:46:50
990311,2,2019-07-17 15:46:50
990305,2,2019-07-17 15:46:50
990327,2,2019-07-17 15:46:50
990327,9,2019-07-17 15:53:16
990340,0,2019-07-17 15:54:16
990343,3,2019-07-17 15:56:28
990335,9,2019-07-17 15:56:34
990300,9,2019-07-17 16:04:21
990338,9,2019-07-17 16:05:29
990339,7,2019-07-17 16:05:45
990298,9,2019-07-17 16:37:56
990320,4,2019-07-17 16:38:22
990280,4,2019-07-17 16:38:22
990149,4,2019-07-17 16:38:22
990306,4,2019-07-17 16:38:22
990345,0,2019-07-17 16:38:29
990303,7,2019-07-17 16:38:33
990344,7,2019-07-17 16:39:10
990344,7,2019-07-17 16:44:06
990301,4,2019-07-17 16:48:35
990311,4,2019-07-17 16:48:35
990305,4,2019-07-17 16:48:35
990327,4,2019-07-17 16:48:35
990333,3,2019-07-17 17:01:09
990302,7,2019-07-17 17:17:00
990341,7,2019-07-17 17:18:24
990347,8,2019-07-17 17:25:10
990338,7,2019-07-17 17:28:15
990317,9,2019-07-17 17:47:59
990344,0,2019-07-17 17:48:10
990312,7,2019-07-17 17:57:58
990265,1,2019-07-17 17:57:58
990326,1,2019-07-17 17:57:58
990279,1,2019-07-17 17:57:58
990321,1,2019-07-17 17:57:58
990337,0,2019-07-17 17:58:09
990345,7,2019-07-17 18:10:30
990305,7,2019-07-17 18:18:19
990348,8,2019-07-17 19:10:07
990332,0,2019-07-17 19:13:28
990333,9,2019-07-17 20:21:11
990288,2,2019-07-17 20:45:34
990291,2,2019-07-17 20:45:34
990336,2,2019-07-17 20:45:34
990343,0,2019-07-17 20:56:58
990349,8,2019-07-17 21:59:49
990350,8,2019-07-18 08:16:48
990344,3,2019-07-18 08:43:01
990322,2,2019-07-18 09:05:57
990209,2,2019-07-18 09:05:57
990085,2,2019-07-18 09:05:57
990332,3,2019-07-18 09:09:22
990321,5,2019-07-18 09:18:55
990346,0,2019-07-18 09:21:54
990307,7,2019-07-18 09:28:21
990350,3,2019-07-18 09:46:51
990343,3,2019-07-18 09:48:11
990344,10,2019-07-18 09:54:43
990338,10,2019-07-18 09:54:43
990329,10,2019-07-18 09:54:43
990310,10,2019-07-18 09:54:43
990234,10,2019-07-18 09:54:43
990295,10,2019-07-18 09:54:43
990315,7,2019-07-18 09:54:50
990351,8,2019-07-18 10:14:59
990338,7,2019-07-18 10:15:47
990350,3,2019-07-18 10:18:16
990317,10,2019-07-18 10:24:22
990239,10,2019-07-18 10:24:22
990331,10,2019-07-18 10:24:22
990308,7,2019-07-18 10:27:55
990333,7,2019-07-18 10:31:07
990333,5,2019-07-18 10:31:22
990298,7,2019-07-18 10:39:17
990302,1,2019-07-18 10:39:17
990348,3,2019-07-18 10:48:00
990349,0,2019-07-18 10:49:32
990340,3,2019-07-18 11:03:47
990300,5,2019-07-18 11:12:07
990347,7,2019-07-18 11:24:40
990346,3,2019-07-18 11:26:42
990342,3,2019-07-18 11:37:03
990318,4,2019-07-18 11:41:10
990166,4,2019-07-18 11:41:10
990344,7,2019-07-18 11:49:32
990288,4,2019-07-18 11:49:40
990291,4,2019-07-18 11:49:40
990336,4,2019-07-18 11:49:40
990352,8,2019-07-18 11:49:46
990285,9,2019-07-18 11:52:19
990227,7,2019-07-18 11:53:25
990311,1,2019-07-18 11:53:25
990307,1,2019-07-18 11:53:25
990327,1,2019-07-18 11:53:25
990305,1,2019-07-18 11:53:25
990347,1,2019-07-18 11:53:25
990218,1,2019-07-18 11:53:25
990324,7,2019-07-18 11:55:27
990337,7,2019-07-18 11:59:55
990347,0,2019-07-18 12:07:23
990179,7,2019-07-18 12:13:20
990332,5,2019-07-18 12:15:16
990341,3,2019-07-18 12:19:57
990285,7,2019-07-18 12:43:30
990341,7,2019-07-18 12:47:40
990265,10,2019-07-18 12:50:35
990326,10,2019-07-18 12:50:35
990279,10,2019-07-18 12:50:35
990321,10,2019-07-18 12:50:35
990352,0,2019-07-18 13:06:22
990311,10,2019-07-18 13:08:53
990307,10,2019-07-18 13:08:53
990327,10,2019-07-18 13:08:53
990305,10,2019-07-18 13:08:53
990347,10,2019-07-18 13:08:53
990218,10,2019-07-18 13:08:53
990344,7,2019-07-18 13:09:13
990321,7,2019-07-18 13:22:58
990332,7,2019-07-18 13:27:09
990138,1,2019-07-18 13:27:09
990244,1,2019-07-18 13:27:09
990334,1,2019-07-18 13:27:09
990345,1,2019-07-18 13:27:09
990102,1,2019-07-18 13:27:09
990353,8,2019-07-18 13:59:19
990332,9,2019-07-18 14:03:27
990231,6,2019-07-18 14:03:38
990350,7,2019-07-18 14:07:47
990317,4,2019-07-18 14:15:28
990239,4,2019-07-18 14:15:28
990331,4,2019-07-18 14:15:28
990138,10,2019-07-18 14:28:00
990244,10,2019-07-18 14:28:00
990334,10,2019-07-18 14:28:00
990345,10,2019-07-18 14:28:00
990102,10,2019-07-18 14:28:00
990281,7,2019-07-18 14:33:43
990344,7,2019-07-18 14:40:09
990313,10,2019-07-18 15:09:28
990332,10,2019-07-18 15:09:28
990342,5,2019-07-18 15:25:08
990307,7,2019-07-18 15:25:25
990292,5,2019-07-18 15:45:04
990334,5,2019-07-18 16:03:14
990345,7,2019-07-18 16:06:04
990241,7,2019-07-18 16:07:21
990349,7,2019-07-18 16:12:43
990227,1,2019-07-18 16:12:43
990335,1,2019-07-18 16:12:43
990312,1,2019-07-18 16:12:43
990289,1,2019-07-18 16:12:43
990354,8,2019-07-18 16:18:26
990351,7,2019-07-18 16:29:02
990311,4,2019-07-18 16:29:05
990307,4,2019-07-18 16:29:05
990327,4,2019-07-18 16:29:05
990305,4,2019-07-18 16:29:05
990347,4,2019-07-18 16:29:05
990218,4,2019-07-18 16:29:05
990348,7,2019-07-18 16:39:15
990337,7,2019-07-18 16:44:19
990317,5,2019-07-18 16:48:23
990243,7,2019-07-18 17:03:37
990337,1,2019-07-18 17:03:37
990287,1,2019-07-18 17:03:37
990186,5,2019-07-18 17:10:09
990353,7,2019-07-18 17:12:11
990351,0,2019-07-18 17:18:14
990355,8,2019-07-18 17:56:39
990324,4,2019-07-18 18:16:09
990314,4,2019-07-18 18:16:09
990319,4,2019-07-18 18:16:09
990298,4,2019-07-18 18:16:09
990328,4,2019-07-18 18:16:09
990323,4,2019-07-18 18:16:09
990344,9,2019-07-18 18:31:18
990265,4,2019-07-18 19:33:14
990326,4,2019-07-18 19:33:14
990279,4,2019-07-18 19:33:14
990321,4,2019-07-18 19:33:14
990349,3,2019-07-18 19:36:49
990238,5,2019-07-18 20:26:26
990356,8,2019-07-18 20:29:32
990335,9,2019-07-18 20:38:17
990357,8,2019-07-19 00:15:06
990308,1,2019-07-19 01:00:00
990285,1,2019-07-19 01:00:00
990315,1,2019-07-19 01:00:00
990349,1,2019-07-19 01:00:00
990333,1,2019-07-19 01:00:00
990357,7,2019-07-19 08:38:07
990302,10,2019-07-19 08:51:03
990357,7,2019-07-19 08:54:28
990354,0,2019-07-19 08:56:27
990358,8,2019-07-19 09:18:24
990351,7,2019-07-19 09:24:20
990337,10,2019-07-19 09:37:18
990287,10,2019-07-19 09:37:18
990352,7,2019-07-19 10:09:06
990322,4,2019-07-19 10:22:34
990209,4,2019-07-19 10:22:34
990085,4,2019-07-19 10:22:34
990353,7,2019-07-19 10:23:52
990308,10,2019-07-19 10:27:57
990285,10,2019-07-19 10:27:57
990315,10,2019-07-19 10:27:57
990349,10,2019-07-19 10:27:57
990333,10,2019-07-19 10:27:57
990245,5,2019-07-19 10:31:03
990343,9,2019-07-19 10:31:24
990344,3,2019-07-19 10:33:42
990302,2,2019-07-19 10:38:17
990358,0,2019-07-19 10:52:45
990307,5,2019-07-19 10:52:47
990324,0,2019-07-19 10:55:34
990359,8,2019-07-19 10:56:35
990354,7,2019-07-19 11:12:30
990347,7,2019-07-19 11:14:48
990229,7,2019-07-19 11:22:11
990352,7,2019-07-19 11:28:35
990320,5,2019-07-19 11:32:44
990313,4,2019-07-19 11:55:20
990332,4,2019-07-19 11:55:20
990344,4,2019-07-19 11:57:18
990338,4,2019-07-19 11:57:18
990329,4,2019-07-19 11:57:18
990310,4,2019-07-19 11:57:18
990234,4,2019-07-19 11:57:18
990295,4,2019-07-19 11:57:18
990138,4,2019-07-19 11:58:02
990244,4,2019-07-19 11:58:02
990334,4,2019-07-19 11:58:02
990345,4,2019-07-19 11:58:02
990102,4,2019-07-19 11:58:02
990357,0,2019-07-19 11:59:29
990311,7,2019-07-19 12:07:34
990227,10,2019-07-19 12:17:10
990335,10,2019-07-19 12:17:10
990312,10,2019-07-19 12:17:10
990289,10,2019-07-19 12:17:10
990352,7,2019-07-19 12:20:08
990341,1,2019-07-19 12:20:08
990348,1,2019-07-19 12:20:08
990322,1,2019-07-19 12:20:08
990271,1,2019-07-19 12:20:08
990285,7,2019-07-19 12:27:27
990332,3,2019-07-19 12:41:45
990357,3,2019-07-19 12:43:47
990355,0,2019-07-19 12:44:36
990356,7,2019-07-19 13:10:30
990360,8,2019-07-19 13:12:58
990359,7,2019-07-19 13:37:42
990337,4,2019-07-19 13:57:59
990287,4,2019-07-19 13:57:59
990337,7,2019-07-19 14:18:18
990296,7,2019-07-19 14:20:14
990357,7,2019-07-19 14:28:22
990332,7,2019-07-19 14:36:20
990339,1,2019-07-19 14:36:20
990316,1,2019-07-19 14:36:20
990240,1,2019-07-19 14:36:20
990303,1,2019-07-19 14:36:20
990359,1,2019-07-19 14:36:20
990348,7,2019-07-19 14:44:01
990361,8,2019-07-19 14:45:43
990348,0,2019-07-19 14:49:16
990357,7,2019-07-19 15:00:56
990302,4,2019-07-19 15:03:16
990358,7,2019-07-19 15:15:30
990308,4,2019-07-19 15:25:52
990285,4,2019-07-19 15:25:52
990315,4,2019-07-19 15:25:52
990349,4,2019-07-19 15:25:52
990333,4,2019-07-19 15:25:52
990356,7,2019-07-19 16:06:31
990353,3,2019-07-19 16:06:57
990348,9,2019-07-19 16:16:40
990360,3,2019-07-19 16:17:30
990224,5,2019-07-19 16:22:56
990351,7,2019-07-19 16:28:30
990325,5,2019-07-19 16:35:42
990295,5,2019-07-19 16:39:09
990348,7,2019-07-19 16:39:30
990324,1,2019-07-19 16:39:30
990353,1,2019-07-19 16:39:30
990179,1,2019-07-19 16:39:30
990298,1,2019-07-19 16:39:30
990351,1,2019-07-19 16:39:30
