,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Act_E,Act_F,Act_G,Act_H,Act_I,Act_J,Act_K,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Act_E,Next_Act_F,Next_Act_G,Next_Act_H,Next_Act_I,Next_Act_J,Next_Act_K,Next_Activity,Position,Trace_Len
791,990072,B,2019-06-06 16:34:19,22179,586727,59659,3,1101188,3222.0,589949.0,62881.0,3.0,1097966.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,11,20
792,990072,J,2019-06-06 17:28:01,3222,589949,62881,3,1097966,409561.0,999510.0,40442.0,1.0,688405.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,12,20
793,990072,G,2019-06-11 11:14:02,409561,999510,40442,1,688405,82439.0,1081949.0,36481.0,2.0,605966.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,13,20
794,990072,H,2019-06-12 10:08:01,82439,1081949,36481,2,605966,11390.0,1093339.0,47871.0,2.0,594576.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,14,20
795,990072,J,2019-06-12 13:17:51,11390,1093339,47871,2,594576,99430.0,1192769.0,60901.0,3.0,495146.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,15,20
796,990072,B,2019-06-13 16:55:01,99430,1192769,60901,3,495146,413189.0,1605958.0,42090.0,1.0,81957.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,16,20
797,990072,G,2019-06-18 11:41:30,413189,1605958,42090,1,81957,4959.0,1610917.0,47049.0,1.0,76998.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,17,20
798,990072,H,2019-06-18 13:04:09,4959,1610917,47049,1,76998,5315.0,1616232.0,52364.0,1.0,71683.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I,18,20
799,990072,I,2019-06-18 14:32:44,5315,1616232,52364,1,71683,71683.0,1687915.0,37647.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,19,20
800,990072,J,2019-06-19 10:27:27,71683,1687915,37647,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,20,20
801,990073,A,2019-05-31 05:51:06,0,0,21066,4,476663,10822.0,10822.0,31888.0,4.0,465841.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,10
802,990073,B,2019-05-31 08:51:28,10822,10822,31888,4,465841,42.0,10864.0,31930.0,4.0,465799.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,10
803,990073,B,2019-05-31 08:52:10,42,10864,31930,4,465799,28547.0,39411.0,60477.0,4.0,437252.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,10
804,990073,B,2019-05-31 16:47:57,28547,39411,60477,4,437252,2255.0,41666.0,62732.0,4.0,434997.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,4,10
805,990073,B,2019-05-31 17:25:32,2255,41666,62732,4,434997,245310.0,286976.0,48842.0,0.0,189687.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,5,10
806,990073,C,2019-06-03 13:34:02,245310,286976,48842,0,189687,90158.0,377134.0,52600.0,1.0,99529.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,6,10
807,990073,F,2019-06-04 14:36:40,90158,377134,52600,1,99529,5066.0,382200.0,57666.0,1.0,94463.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,7,10
808,990073,G,2019-06-04 16:01:06,5066,382200,57666,1,94463,3215.0,385415.0,60881.0,1.0,91248.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,8,10
809,990073,H,2019-06-04 16:54:41,3215,385415,60881,1,91248,91248.0,476663.0,65729.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,9,10
810,990073,J,2019-06-05 18:15:29,91248,476663,65729,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,10,10
811,990074,A,2019-05-31 10:28:00,0,0,37680,4,472116,1405.0,1405.0,39085.0,4.0,470711.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,1,8
812,990074,C,2019-05-31 10:51:25,1405,1405,39085,4,470711,252182.0,253587.0,32067.0,0.0,218529.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,8
813,990074,B,2019-06-03 08:54:27,252182,253587,32067,0,218529,175746.0,429333.0,35013.0,2.0,42783.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,3,8
814,990074,G,2019-06-05 09:43:33,175746,429333,35013,2,42783,19524.0,448857.0,54537.0,2.0,23259.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,4,8
815,990074,H,2019-06-05 15:08:57,19524,448857,54537,2,23259,4584.0,453441.0,59121.0,2.0,18675.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I,5,8
816,990074,I,2019-06-05 16:25:21,4584,453441,59121,2,18675,1826.0,455267.0,60947.0,2.0,16849.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,6,8
817,990074,F,2019-06-05 16:55:47,1826,455267,60947,2,16849,16849.0,472116.0,77796.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,7,8
818,990074,J,2019-06-05 21:36:36,16849,472116,77796,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,8,8
819,990075,A,2019-05-31 12:15:47,0,0,44147,4,1042251,1231.0,1231.0,45378.0,4.0,1041020.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,19
820,990075,B,2019-05-31 12:36:18,1231,1231,45378,4,1041020,349133.0,350364.0,48911.0,1.0,691887.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,19
821,990075,B,2019-06-04 13:35:11,349133,350364,48911,1,691887,6023.0,356387.0,54934.0,1.0,685864.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,3,19
822,990075,G,2019-06-04 15:15:34,6023,356387,54934,1,685864,6131.0,362518.0,61065.0,1.0,679733.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,4,19
823,990075,D,2019-06-04 16:57:45,6131,362518,61065,1,679733,3792.0,366310.0,64857.0,1.0,675941.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,5,19
824,990075,H,2019-06-04 18:00:57,3792,366310,64857,1,675941,10933.0,377243.0,75790.0,1.0,665008.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6,19
825,990075,B,2019-06-04 21:03:10,10933,377243,75790,1,665008,44775.0,422018.0,34165.0,2.0,620233.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,7,19
826,990075,C,2019-06-05 09:29:25,44775,422018,34165,2,620233,22939.0,444957.0,57104.0,2.0,597294.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,8,19
827,990075,J,2019-06-05 15:51:44,22939,444957,57104,2,597294,72970.0,517927.0,43674.0,3.0,524324.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,9,19
828,990075,E,2019-06-06 12:07:54,72970,517927,43674,3,524324,15129.0,533056.0,58803.0,3.0,509195.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,10,19
829,990075,G,2019-06-06 16:20:03,15129,533056,58803,3,509195,10146.0,543202.0,68949.0,3.0,499049.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,11,19
830,990075,B,2019-06-06 19:09:09,10146,543202,68949,3,499049,53461.0,596663.0,36010.0,4.0,445588.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,12,19
831,990075,H,2019-06-07 10:00:10,53461,596663,36010,4,445588,14658.0,611321.0,50668.0,4.0,430930.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,13,19
832,990075,J,2019-06-07 14:04:28,14658,611321,50668,4,430930,242938.0,854259.0,34406.0,0.0,187992.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,14,19
833,990075,B,2019-06-10 09:33:26,242938,854259,34406,0,187992,110653.0,964912.0,58659.0,1.0,77339.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,15,19
834,990075,G,2019-06-11 16:17:39,110653,964912,58659,1,77339,62067.0,1026979.0,34326.0,2.0,15272.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,16,19
835,990075,H,2019-06-12 09:32:06,62067,1026979,34326,2,15272,8283.0,1035262.0,42609.0,2.0,6989.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,17,19
836,990075,J,2019-06-12 11:50:09,8283,1035262,42609,2,6989,6989.0,1042251.0,49598.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,18,19
837,990075,F,2019-06-12 13:46:38,6989,1042251,49598,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,19,19
838,990077,A,2019-05-31 16:02:31,0,0,57751,4,2319321,391.0,391.0,58142.0,4.0,2318930.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,18
839,990077,B,2019-05-31 16:09:02,391,391,58142,4,2318930,1170.0,1561.0,59312.0,4.0,2317760.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,2,18
840,990077,C,2019-05-31 16:28:32,1170,1561,59312,4,2317760,232729.0,234290.0,32841.0,0.0,2085031.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,18
841,990077,B,2019-06-03 09:07:21,232729,234290,32841,0,2085031,1428.0,235718.0,34269.0,0.0,2083603.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,4,18
842,990077,B,2019-06-03 09:31:09,1428,235718,34269,0,2083603,7969.0,243687.0,42238.0,0.0,2075634.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,5,18
843,990077,B,2019-06-03 11:43:58,7969,243687,42238,0,2075634,20247.0,263934.0,62485.0,0.0,2055387.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6,18
844,990077,B,2019-06-03 17:21:25,20247,263934,62485,0,2055387,61229.0,325163.0,37314.0,1.0,1994158.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,7,18
845,990077,G,2019-06-04 10:21:54,61229,325163,37314,1,1994158,3784.0,328947.0,41098.0,1.0,1990374.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,8,18
846,990077,H,2019-06-04 11:24:58,3784,328947,41098,1,1990374,14542.0,343489.0,55640.0,1.0,1975832.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,9,18
847,990077,D,2019-06-04 15:27:20,14542,343489,55640,1,1975832,1757.0,345246.0,57397.0,1.0,1974075.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,10,18
848,990077,J,2019-06-04 15:56:37,1757,345246,57397,1,1974075,149543.0,494789.0,34140.0,3.0,1824532.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,11,18
849,990077,E,2019-06-06 09:29:00,149543,494789,34140,3,1824532,438580.0,933369.0,40720.0,1.0,1385952.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,12,18
850,990077,B,2019-06-11 11:18:40,438580,933369,40720,1,1385952,222080.0,1155449.0,3600.0,4.0,1163872.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,13,18
851,990077,G,2019-06-14 01:00:00,222080,1155449,3600,4,1163872,297605.0,1453054.0,42005.0,0.0,866267.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,14,18
852,990077,H,2019-06-17 11:40:05,297605,1453054,42005,0,866267,79130.0,1532184.0,34735.0,1.0,787137.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,15,18
853,990077,J,2019-06-18 09:38:55,79130,1532184,34735,1,787137,197377.0,1729561.0,59312.0,3.0,589760.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K,16,18
854,990077,K,2019-06-20 16:28:32,197377,1729561,59312,3,589760,589760.0,2319321.0,44272.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,17,18
855,990077,F,2019-06-27 12:17:52,589760,2319321,44272,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,18,18
856,990078,A,2019-05-31 17:24:50,0,0,62690,4,927167,235614.0,235614.0,39104.0,0.0,691553.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,13
857,990078,B,2019-06-03 10:51:44,235614,235614,39104,0,691553,19757.0,255371.0,58861.0,0.0,671796.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,13
858,990078,B,2019-06-03 16:21:01,19757,255371,58861,0,671796,60974.0,316345.0,33435.0,1.0,610822.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,13
859,990078,B,2019-06-04 09:17:15,60974,316345,33435,1,610822,24231.0,340576.0,57666.0,1.0,586591.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,4,13
860,990078,G,2019-06-04 16:01:06,24231,340576,57666,1,586591,3215.0,343791.0,60881.0,1.0,583376.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,5,13
861,990078,H,2019-06-04 16:54:41,3215,343791,60881,1,583376,1998.0,345789.0,62879.0,1.0,581378.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6,13
862,990078,B,2019-06-04 17:27:59,1998,345789,62879,1,581378,82627.0,428416.0,59106.0,2.0,498751.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,7,13
863,990078,C,2019-06-05 16:25:06,82627,428416,59106,2,498751,6623.0,435039.0,65729.0,2.0,492128.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,8,13
864,990078,J,2019-06-05 18:15:29,6623,435039,65729,2,492128,66270.0,501309.0,45599.0,3.0,425858.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,9,13
865,990078,F,2019-06-06 12:39:59,66270,501309,45599,3,425858,90226.0,591535.0,49425.0,4.0,335632.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,10,13
866,990078,G,2019-06-07 13:43:45,90226,591535,49425,4,335632,270816.0,862351.0,61041.0,0.0,64816.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,11,13
867,990078,H,2019-06-10 16:57:21,270816,862351,61041,0,64816,64816.0,927167.0,39457.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,12,13
868,990078,J,2019-06-11 10:57:37,64816,927167,39457,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,13,13
869,990079,A,2019-05-31 19:09:27,0,0,68967,4,1804284,5335.0,5335.0,74302.0,4.0,1798949.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,28
870,990079,B,2019-05-31 20:38:22,5335,5335,74302,4,1798949,218046.0,223381.0,33148.0,0.0,1580903.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,2,28
871,990079,D,2019-06-03 09:12:28,218046,223381,33148,0,1580903,7129.0,230510.0,40277.0,0.0,1573774.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,28
872,990079,B,2019-06-03 11:11:17,7129,230510,40277,0,1573774,3174.0,233684.0,43451.0,0.0,1570600.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,4,28
873,990079,E,2019-06-03 12:04:11,3174,233684,43451,0,1570600,14673.0,248357.0,58124.0,0.0,1555927.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,5,28
874,990079,C,2019-06-03 16:08:44,14673,248357,58124,0,1555927,12081.0,260438.0,70205.0,0.0,1543846.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,6,28
875,990079,G,2019-06-03 19:30:05,12081,260438,70205,0,1543846,48983.0,309421.0,32788.0,1.0,1494863.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,7,28
876,990079,D,2019-06-04 09:06:28,48983,309421,32788,1,1494863,4503.0,313924.0,37291.0,1.0,1490360.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,8,28
877,990079,B,2019-06-04 10:21:31,4503,313924,37291,1,1490360,4223.0,318147.0,41514.0,1.0,1486137.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,9,28
878,990079,H,2019-06-04 11:31:54,4223,318147,41514,1,1486137,14849.0,332996.0,56363.0,1.0,1471288.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,10,28
879,990079,J,2019-06-04 15:39:23,14849,332996,56363,1,1471288,63849.0,396845.0,33812.0,2.0,1407439.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,11,28
880,990079,E,2019-06-05 09:23:32,63849,396845,33812,2,1407439,5079.0,401924.0,38891.0,2.0,1402360.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,12,28
881,990079,F,2019-06-05 10:48:11,5079,401924,38891,2,1402360,78530.0,480454.0,31021.0,3.0,1323830.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,13,28
882,990079,G,2019-06-06 08:37:01,78530,480454,31021,3,1323830,2533.0,482987.0,33554.0,3.0,1321297.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,14,28
883,990079,D,2019-06-06 09:19:14,2533,482987,33554,3,1321297,3606.0,486593.0,37160.0,3.0,1317691.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,15,28
884,990079,H,2019-06-06 10:19:20,3606,486593,37160,3,1317691,14257.0,500850.0,51417.0,3.0,1303434.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,16,28
885,990079,E,2019-06-06 14:16:57,14257,500850,51417,3,1303434,442.0,501292.0,51859.0,3.0,1302992.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I,17,28
886,990079,I,2019-06-06 14:24:19,442,501292,51859,3,1302992,92777.0,594069.0,58236.0,4.0,1210215.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,18,28
887,990079,J,2019-06-07 16:10:36,92777,594069,58236,4,1210215,419799.0,1013868.0,46035.0,2.0,790416.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,19,28
888,990079,B,2019-06-12 12:47:15,419799,1013868,46035,2,790416,181797.0,1195665.0,55032.0,4.0,608619.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,20,28
889,990079,B,2019-06-14 15:17:12,181797,1195665,55032,4,608619,244423.0,1440088.0,40255.0,0.0,364196.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,21,28
890,990079,G,2019-06-17 11:10:55,244423,1440088,40255,0,364196,226.0,1440314.0,40481.0,0.0,363970.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,22,28
