,Case_ID,Activity,Timestamp,Items,Customers,Orders
363,660113,H,2019-06-26 16:40:01,"['880781', '880782', '880780', '880783', '880446']",m,"['990110', '990194']"
364,660113,J,2019-06-26 18:49:28,"['880781', '880782', '880780', '880783', '880446']",m,"['990110', '990194']"
365,660114,G,2019-06-25 19:34:15,"['880754', '880775', '880753', '880745', '880773']",d,"['990184', '990186', '990192']"
366,660114,H,2019-06-26 18:42:36,"['880754', '880775', '880753', '880745', '880773']",d,"['990184', '990186', '990192']"
367,660114,I,2019-06-27 11:27:13,"['880754', '880775', '880753', '880745', '880773']",d,"['990184', '990186', '990192']"
368,660114,J,2019-06-27 16:12:57,"['880754', '880775', '880753', '880745', '880773']",d,"['990184', '990186', '990192']"
369,660115,G,2019-06-26 09:05:44,"['880766', '880813', '880849', '880852', '880770', '880805', '880812', '880684', '880810', '880768', '880429', '880853', '880767', '880809']",i,"['990168', '990201', '990200', '990211', '990190', '990106']"
370,660115,H,2019-06-26 09:40:31,"['880766', '880813', '880849', '880852', '880770', '880805', '880812', '880684', '880810', '880768', '880429', '880853', '880767', '880809']",i,"['990168', '990201', '990200', '990211', '990190', '990106']"
371,660115,I,2019-06-26 09:58:55,"['880766', '880813', '880849', '880852', '880770', '880805', '880812', '880684', '880810', '880768', '880429', '880853', '880767', '880809']",i,"['990168', '990201', '990200', '990211', '990190', '990106']"
372,660115,I,2019-06-26 17:37:52,"['880766', '880813', '880849', '880852', '880770', '880805', '880812', '880684', '880810', '880768', '880429', '880853', '880767', '880809']",i,"['990168', '990201', '990200', '990211', '990190', '990106']"
373,660115,J,2019-06-27 15:17:02,"['880766', '880813', '880849', '880852', '880770', '880805', '880812', '880684', '880810', '880768', '880429', '880853', '880767', '880809']",i,"['990168', '990201', '990200', '990211', '990190', '990106']"
374,660116,G,2019-06-26 13:32:39,"['880443', '880733']",o,"['990108', '990180']"
375,660116,H,2019-06-26 16:51:09,"['880443', '880733']",o,"['990108', '990180']"
376,660116,J,2019-06-27 12:48:05,"['880443', '880733']",o,"['990108', '990180']"
377,660117,G,2019-06-26 13:39:58,"['880713', '880828', '880829']",c,"['990176', '990205']"
378,660117,H,2019-06-27 15:12:54,"['880713', '880828', '880829']",c,"['990176', '990205']"
379,660117,I,2019-06-27 16:14:27,"['880713', '880828', '880829']",c,"['990176', '990205']"
380,660117,J,2019-06-28 09:50:56,"['880713', '880828', '880829']",c,"['990176', '990205']"
381,660118,G,2019-06-26 14:26:31,"['880822', '880826', '880818', '880870', '880797', '880796', '880827', '880823', '880750', '880825']",k,"['990216', '990204', '990202', '990197', '990185']"
382,660118,H,2019-06-26 14:27:18,"['880822', '880826', '880818', '880870', '880797', '880796', '880827', '880823', '880750', '880825']",k,"['990216', '990204', '990202', '990197', '990185']"
383,660118,J,2019-06-26 14:31:38,"['880822', '880826', '880818', '880870', '880797', '880796', '880827', '880823', '880750', '880825']",k,"['990216', '990204', '990202', '990197', '990185']"
384,660119,G,2019-06-26 17:17:51,"['880790', '880787', '880637', '880839', '880838']",q,"['990195', '990208', '990161']"
385,660119,H,2019-06-27 08:47:03,"['880790', '880787', '880637', '880839', '880838']",q,"['990195', '990208', '990161']"
386,660119,J,2019-06-27 15:16:12,"['880790', '880787', '880637', '880839', '880838']",q,"['990195', '990208', '990161']"
387,660120,G,2019-06-26 19:49:46,"['880704', '880802', '880772', '880738', '880821', '880804', '880803']",b,"['990173', '990191', '990182', '990203', '990199']"
388,660120,H,2019-06-27 09:37:13,"['880704', '880802', '880772', '880738', '880821', '880804', '880803']",b,"['990173', '990191', '990182', '990203', '990199']"
389,660120,J,2019-06-27 11:48:43,"['880704', '880802', '880772', '880738', '880821', '880804', '880803']",b,"['990173', '990191', '990182', '990203', '990199']"
390,660121,G,2019-06-27 10:38:45,"['880881', '880666', '880882', '880572', '880674']",h,"['990219', '990167', '990145']"
391,660121,H,2019-06-27 15:21:25,"['880881', '880666', '880882', '880572', '880674']",h,"['990219', '990167', '990145']"
392,660121,J,2019-06-28 09:54:57,"['880881', '880666', '880882', '880572', '880674']",h,"['990219', '990167', '990145']"
393,660122,G,2019-06-27 12:16:17,"['880886', '880792', '880793', '880529', '880887', '880889', '880730']",g,"['990196', '990134', '990220', '990179']"
394,660122,H,2019-06-28 12:44:33,"['880886', '880792', '880793', '880529', '880887', '880889', '880730']",g,"['990196', '990134', '990220', '990179']"
395,660122,J,2019-06-28 19:52:31,"['880886', '880792', '880793', '880529', '880887', '880889', '880730']",g,"['990196', '990134', '990220', '990179']"
396,660123,G,2019-06-27 14:46:31,"['880848', '880847', '880846', '880844', '880845', '880699']",n,"['990210', '990172']"
397,660123,H,2019-06-27 18:09:24,"['880848', '880847', '880846', '880844', '880845', '880699']",n,"['990210', '990172']"
398,660123,J,2019-06-28 14:22:29,"['880848', '880847', '880846', '880844', '880845', '880699']",n,"['990210', '990172']"
399,660124,G,2019-06-27 17:05:36,"['880725', '880841', '880857', '880908', '880855', '880842', '880726', '880549', '880856']",f,"['990225', '990178', '990209', '990212', '990139']"
400,660124,H,2019-06-27 20:15:26,"['880725', '880841', '880857', '880908', '880855', '880842', '880726', '880549', '880856']",f,"['990225', '990178', '990209', '990212', '990139']"
401,660124,J,2019-06-28 13:10:44,"['880725', '880841', '880857', '880908', '880855', '880842', '880726', '880549', '880856']",f,"['990225', '990178', '990209', '990212', '990139']"
402,660125,G,2019-06-28 10:26:46,"['880917', '880866', '880865', '880862', '880861', '880919', '880922', '880863', '880916']",e,"['990213', '990227']"
403,660125,H,2019-06-28 11:45:14,"['880917', '880866', '880865', '880862', '880861', '880919', '880922', '880863', '880916']",e,"['990213', '990227']"
404,660125,J,2019-06-28 20:03:38,"['880917', '880866', '880865', '880862', '880861', '880919', '880922', '880863', '880916']",e,"['990213', '990227']"
405,660126,G,2019-06-28 13:04:08,"['880763', '880607', '880875', '880890', '880891', '880892', '880873', '880602']",l,"['990217', '990221', '990189', '990153']"
406,660126,H,2019-06-28 14:14:59,"['880763', '880607', '880875', '880890', '880891', '880892', '880873', '880602']",l,"['990217', '990221', '990189', '990153']"
407,660126,J,2019-06-28 16:49:30,"['880763', '880607', '880875', '880890', '880891', '880892', '880873', '880602']",l,"['990217', '990221', '990189', '990153']"
408,660127,G,2019-06-28 15:25:04,['880784'],m,['990194']
409,660127,H,2019-06-28 16:38:31,['880784'],m,['990194']
410,660127,I,2019-07-01 10:41:03,['880784'],m,['990194']
411,660127,I,2019-07-01 16:14:41,['880784'],m,['990194']
412,660127,I,2019-07-02 13:51:24,['880784'],m,['990194']
413,660127,J,2019-07-03 11:59:21,['880784'],m,['990194']
414,660128,G,2019-06-28 15:28:40,"['880835', '880833']",j,['990207']
415,660128,H,2019-06-28 15:52:02,"['880835', '880833']",j,['990207']
416,660128,I,2019-06-28 17:46:45,"['880835', '880833']",j,['990207']
417,660128,I,2019-07-02 10:23:44,"['880835', '880833']",j,['990207']
418,660128,I,2019-07-03 10:08:47,"['880835', '880833']",j,['990207']
419,660128,J,2019-07-03 14:57:36,"['880835', '880833']",j,['990207']
420,660129,G,2019-06-28 15:55:45,"['880808', '880811', '880897', '880854', '880816', '880687', '880895', '880815', '880814']",i,"['990201', '990200', '990211', '990169', '990222']"
421,660129,H,2019-07-01 10:47:02,"['880808', '880811', '880897', '880854', '880816', '880687', '880895', '880815', '880814']",i,"['990201', '990200', '990211', '990169', '990222']"
422,660129,J,2019-07-02 14:52:22,"['880808', '880811', '880897', '880854', '880816', '880687', '880895', '880815', '880814']",i,"['990201', '990200', '990211', '990169', '990222']"
423,660130,G,2019-06-28 18:29:08,"['880493', '880900']",c,"['990122', '990223']"
424,660130,H,2019-07-01 14:57:27,"['880493', '880900']",c,"['990122', '990223']"
425,660130,J,2019-07-02 11:02:34,"['880493', '880900']",c,"['990122', '990223']"
426,660131,G,2019-06-29 01:00:00,['880663'],o,['990166']
427,660131,H,2019-07-02 09:08:00,['880663'],o,['990166']
428,660131,I,2019-07-03 15:12:00,['880663'],o,['990166']
429,660131,J,2019-07-04 11:17:41,['880663'],o,['990166']
430,660132,G,2019-07-01 08:42:37,"['880949', '880795', '880794', '880869', '880824', '880817', '880948', '880946']",k,"['990216', '990204', '990202', '990234', '990197']"
431,660132,H,2019-07-01 16:17:24,"['880949', '880795', '880794', '880869', '880824', '880817', '880948', '880946']",k,"['990216', '990204', '990202', '990234', '990197']"
432,660132,J,2019-07-02 16:26:07,"['880949', '880795', '880794', '880869', '880824', '880817', '880948', '880946']",k,"['990216', '990204', '990202', '990234', '990197']"
433,660133,G,2019-07-01 11:35:10,"['880907', '880906', '880905', '880878', '880904', '880867']",p,"['990224', '990214', '990218']"
434,660133,H,2019-07-02 11:08:22,"['880907', '880906', '880905', '880878', '880904', '880867']",p,"['990224', '990214', '990218']"
435,660133,I,2019-07-02 19:57:22,"['880907', '880906', '880905', '880878', '880904', '880867']",p,"['990224', '990214', '990218']"
436,660133,J,2019-07-03 12:18:38,"['880907', '880906', '880905', '880878', '880904', '880867']",p,"['990224', '990214', '990218']"
437,660134,G,2019-07-01 14:59:43,"['880655', '880053', '880800', '880971', '880819']",b,"['990164', '990013', '990203', '990199', '990240']"
438,660134,H,2019-07-02 09:22:35,"['880655', '880053', '880800', '880971', '880819']",b,"['990164', '990013', '990203', '990199', '990240']"
439,660134,J,2019-07-03 16:37:19,"['880655', '880053', '880800', '880971', '880819']",b,"['990164', '990013', '990203', '990199', '990240']"
440,660135,G,2019-07-01 18:56:11,"['880883', '880888', '880885']",g,['990220']
441,660135,H,2019-07-03 08:58:26,"['880883', '880888', '880885']",g,['990220']
442,660135,J,2019-07-03 10:58:48,"['880883', '880888', '880885']",g,['990220']
443,660136,G,2019-07-02 09:14:29,"['880944', '880568', '880843', '880945']",n,"['990210', '990233', '990144']"
444,660136,H,2019-07-02 10:53:23,"['880944', '880568', '880843', '880945']",n,"['990210', '990233', '990144']"
445,660136,J,2019-07-02 15:53:08,"['880944', '880568', '880843', '880945']",n,"['990210', '990233', '990144']"
446,660137,G,2019-07-02 10:10:10,"['880934', '880929', '880965', '880930', '880360', '880933', '880960', '880932', '880931']",h,"['990237', '990230', '990238', '990090']"
447,660137,H,2019-07-02 17:46:55,"['880934', '880929', '880965', '880930', '880360', '880933', '880960', '880932', '880931']",h,"['990237', '990230', '990238', '990090']"
448,660137,I,2019-07-03 13:29:55,"['880934', '880929', '880965', '880930', '880360', '880933', '880960', '880932', '880931']",h,"['990237', '990230', '990238', '990090']"
449,660137,I,2019-07-03 14:43:21,"['880934', '880929', '880965', '880930', '880360', '880933', '880960', '880932', '880931']",h,"['990237', '990230', '990238', '990090']"
450,660137,J,2019-07-03 16:17:00,"['880934', '880929', '880965', '880930', '880360', '880933', '880960', '880932', '880931']",h,"['990237', '990230', '990238', '990090']"
451,660138,G,2019-07-02 13:32:08,"['880789', '880976', '880788', '880623', '880975']",q,"['990195', '990157', '990242']"
452,660138,H,2019-07-03 18:25:24,"['880789', '880976', '880788', '880623', '880975']",q,"['990195', '990157', '990242']"
453,660138,J,2019-07-04 08:30:58,"['880789', '880976', '880788', '880623', '880975']",q,"['990195', '990157', '990242']"
454,660139,G,2019-07-02 15:36:01,"['880913', '880935', '880936', '880954', '880915', '881020', '880955', '880939', '880956', '880755', '880953', '880914', '880938', '880957', '881019', '880937']",d,"['990231', '990252', '990236', '990226', '990186']"
455,660139,H,2019-07-02 19:16:56,"['880913', '880935', '880936', '880954', '880915', '881020', '880955', '880939', '880956', '880755', '880953', '880914', '880938', '880957', '881019', '880937']",d,"['990231', '990252', '990236', '990226', '990186']"
456,660139,J,2019-07-04 11:19:39,"['880913', '880935', '880936', '880954', '880915', '881020', '880955', '880939', '880956', '880755', '880953', '880914', '880938', '880957', '881019', '880937']",d,"['990231', '990252', '990236', '990226', '990186']"
457,660140,G,2019-07-03 10:35:57,"['880910', '880858', '880909', '880912']",f,"['990225', '990212']"
458,660140,H,2019-07-03 14:52:45,"['880910', '880858', '880909', '880912']",f,"['990225', '990212']"
459,660140,J,2019-07-03 17:10:09,"['880910', '880858', '880909', '880912']",f,"['990225', '990212']"
460,660141,G,2019-07-03 12:11:30,"['880984', '881004', '880986', '880893', '881009', '881006', '880874', '880872', '880928', '880894', '880877', '880987', '880943', '880776', '880941']",l,"['990249', '990217', '990221', '990229', '990193', '990244', '990232']"
461,660141,H,2019-07-03 14:23:46,"['880984', '881004', '880986', '880893', '881009', '881006', '880874', '880872', '880928', '880894', '880877', '880987', '880943', '880776', '880941']",l,"['990249', '990217', '990221', '990229', '990193', '990244', '990232']"
462,660141,J,2019-07-03 15:46:09,"['880984', '881004', '880986', '880893', '881009', '881006', '880874', '880872', '880928', '880894', '880877', '880987', '880943', '880776', '880941']",l,"['990249', '990217', '990221', '990229', '990193', '990244', '990232']"
463,660142,G,2019-07-03 16:58:15,"['881041', '881037', '880380']",a,"['990258', '990095']"
464,660142,H,2019-07-04 10:10:48,"['881041', '881037', '880380']",a,"['990258', '990095']"
465,660142,J,2019-07-05 11:22:24,"['881041', '881037', '880380']",a,"['990258', '990095']"
466,660143,G,2019-07-03 17:43:29,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
467,660143,H,2019-07-04 14:33:06,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
468,660143,I,2019-07-05 10:12:14,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
469,660143,I,2019-07-05 16:56:46,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
470,660143,I,2019-07-08 16:30:34,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
471,660143,I,2019-07-09 11:23:57,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
472,660143,I,2019-07-09 16:18:14,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
473,660143,J,2019-07-10 13:22:52,"['881031', '880923', '880920', '880864', '881032']",e,"['990213', '990227', '990256']"
474,660144,G,2019-07-04 01:00:00,"['880952', '881057', '880982', '881058', '881053', '880836', '880981', '881052', '880980', '880951', '880978']",j,"['990261', '990235', '990207', '990243']"
475,660144,H,2019-07-04 11:20:57,"['880952', '881057', '880982', '881058', '881053', '880836', '880981', '881052', '880980', '880951', '880978']",j,"['990261', '990235', '990207', '990243']"
476,660144,J,2019-07-05 09:33:53,"['880952', '881057', '880982', '881058', '881053', '880836', '880981', '881052', '880980', '880951', '880978']",j,"['990261', '990235', '990207', '990243']"
477,660145,G,2019-07-04 11:59:05,"['880896', '881022', '880851', '880925', '880850', '880926']",i,"['990228', '990253', '990211', '990222']"
478,660145,H,2019-07-04 16:38:50,"['880896', '881022', '880851', '880925', '880850', '880926']",i,"['990228', '990253', '990211', '990222']"
479,660145,I,2019-07-05 15:22:11,"['880896', '881022', '880851', '880925', '880850', '880926']",i,"['990228', '990253', '990211', '990222']"
480,660145,J,2019-07-05 16:39:45,"['880896', '881022', '880851', '880925', '880850', '880926']",i,"['990228', '990253', '990211', '990222']"
481,660146,G,2019-07-04 14:38:46,"['880899', '881035', '880901', '881034', '881033', '880903']",c,"['990223', '990257']"
482,660146,H,2019-07-04 16:54:21,"['880899', '881035', '880901', '881034', '881033', '880903']",c,"['990223', '990257']"
483,660146,J,2019-07-05 10:54:32,"['880899', '881035', '880901', '881034', '881033', '880903']",c,"['990223', '990257']"
484,660147,G,2019-07-04 15:16:13,"['880785', '881072']",m,"['990266', '990194']"
485,660147,H,2019-07-04 17:14:57,"['880785', '881072']",m,"['990266', '990194']"
486,660147,J,2019-07-08 09:49:39,"['880785', '881072']",m,"['990266', '990194']"
487,660148,G,2019-07-04 15:43:49,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
488,660148,H,2019-07-05 15:46:25,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
489,660148,I,2019-07-08 15:53:19,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
490,660148,I,2019-07-09 12:14:32,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
491,660148,I,2019-07-10 10:57:43,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
492,660148,I,2019-07-11 18:02:10,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
493,660148,J,2019-07-15 11:27:02,"['881016', '880879', '880734']",p,"['990251', '990218', '990181']"
494,660149,G,2019-07-04 15:59:16,"['881064', '881001', '881062', '881011', '881013']",n,"['990248', '990262', '990250']"
495,660149,H,2019-07-05 15:48:57,"['881064', '881001', '881062', '881011', '881013']",n,"['990248', '990262', '990250']"
496,660149,J,2019-07-09 09:36:25,"['881064', '881001', '881062', '881011', '881013']",n,"['990248', '990262', '990250']"
497,660150,G,2019-07-04 18:21:24,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",h,"['990237', '990260', '990263', '990167', '990238', '990241']"
498,660150,H,2019-07-05 13:06:40,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",h,"['990237', '990260', '990263', '990167', '990238', '990241']"
499,660150,J,2019-07-08 16:33:38,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']",h,"['990237', '990260', '990263', '990167', '990238', '990241']"
500,660151,G,2019-07-05 11:05:55,"['880990', '880991', '880992', '880993', '881024']",g,"['990246', '990254']"
501,660151,H,2019-07-05 13:12:06,"['880990', '880991', '880992', '880993', '881024']",g,"['990246', '990254']"
502,660151,I,2019-07-05 15:10:40,"['880990', '880991', '880992', '880993', '881024']",g,"['990246', '990254']"
503,660151,J,2019-07-08 14:13:06,"['880990', '880991', '880992', '880993', '881024']",g,"['990246', '990254']"
504,660152,G,2019-07-05 11:56:34,"['881076', '880972']",b,"['990267', '990240']"
505,660152,H,2019-07-05 18:32:17,"['881076', '880972']",b,"['990267', '990240']"
506,660152,J,2019-07-08 15:52:08,"['881076', '880972']",b,"['990267', '990240']"
507,660153,G,2019-07-05 12:00:47,"['881029', '880751', '881027', '880947']",k,"['990185', '990255', '990234']"
508,660153,H,2019-07-05 13:18:50,"['881029', '880751', '881027', '880947']",k,"['990185', '990255', '990234']"
509,660153,J,2019-07-08 09:25:35,"['881029', '880751', '881027', '880947']",k,"['990185', '990255', '990234']"
510,660154,G,2019-07-05 12:27:48,"['881017', '880958', '880526', '881018', '880940', '880749']",d,"['990231', '990184', '990133', '990252', '990236']"
511,660154,H,2019-07-08 09:40:22,"['881017', '880958', '880526', '881018', '880940', '880749']",d,"['990231', '990184', '990133', '990252', '990236']"
512,660154,J,2019-07-08 12:22:47,"['881017', '880958', '880526', '881018', '880940', '880749']",d,"['990231', '990184', '990133', '990252', '990236']"
513,660155,G,2019-07-05 15:40:02,"['881043', '880996', '881068', '880997', '881069']",o,"['990247', '990264', '990259']"
514,660155,H,2019-07-05 15:51:33,"['881043', '880996', '881068', '880997', '881069']",o,"['990247', '990264', '990259']"
515,660155,I,2019-07-05 17:45:51,"['881043', '880996', '881068', '880997', '881069']",o,"['990247', '990264', '990259']"
516,660155,J,2019-07-09 16:45:59,"['881043', '880996', '881068', '880997', '881069']",o,"['990247', '990264', '990259']"
517,660156,G,2019-07-08 09:10:14,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",l,"['990249', '990245', '990244']"
518,660156,H,2019-07-09 14:56:21,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",l,"['990249', '990245', '990244']"
519,660156,J,2019-07-09 17:05:22,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",l,"['990249', '990245', '990244']"
520,660157,G,2019-07-08 12:47:38,"['881096', '881098', '880688', '880911', '881100']",f,"['990271', '990225', '990170']"
521,660157,H,2019-07-09 14:48:30,"['881096', '881098', '880688', '880911', '881100']",f,"['990271', '990225', '990170']"
522,660157,J,2019-07-10 17:08:59,"['881096', '881098', '880688', '880911', '881100']",f,"['990271', '990225', '990170']"
523,660158,G,2019-07-08 15:06:47,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",j,"['990269', '990284', '990261', '990277', '990268', '990276']"
524,660158,H,2019-07-09 14:16:15,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",j,"['990269', '990284', '990261', '990277', '990268', '990276']"
525,660158,J,2019-07-09 16:14:06,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']",j,"['990269', '990284', '990261', '990277', '990268', '990276']"
526,660159,G,2019-07-09 01:00:00,"['881042', '881127', '881039', '881040', '881038']",a,"['990258', '990279']"
527,660159,H,2019-07-10 11:57:31,"['881042', '881127', '881039', '881040', '881038']",a,"['990258', '990279']"
528,660159,I,2019-07-11 17:19:32,"['881042', '881127', '881039', '881040', '881038']",a,"['990258', '990279']"
529,660159,J,2019-07-15 09:43:48,"['881042', '881127', '881039', '881040', '881038']",a,"['990258', '990279']"
530,660160,G,2019-07-09 11:54:09,"['881030', '881174', '881162', '880921']",e,"['990227', '990288', '990291', '990256']"
531,660160,H,2019-07-11 09:58:16,"['881030', '881174', '881162', '880921']",e,"['990227', '990288', '990291', '990256']"
532,660160,I,2019-07-11 16:12:54,"['881030', '881174', '881162', '880921']",e,"['990227', '990288', '990291', '990256']"
533,660160,J,2019-07-12 16:25:53,"['881030', '881174', '881162', '880921']",e,"['990227', '990288', '990291', '990256']"
534,660161,G,2019-07-09 13:26:39,"['880806', '881094', '881124', '881152', '881093']",i,"['990285', '990278', '990200', '990270']"
535,660161,H,2019-07-10 15:36:14,"['880806', '881094', '881124', '881152', '881093']",i,"['990285', '990278', '990200', '990270']"
536,660161,J,2019-07-10 16:37:36,"['880806', '881094', '881124', '881152', '881093']",i,"['990285', '990278', '990200', '990270']"
537,660162,G,2019-07-09 15:53:11,"['881014', '881015', '880799']",p,"['990251', '990198']"
538,660162,H,2019-07-09 17:07:53,"['881014', '881015', '880799']",p,"['990251', '990198']"
539,660162,J,2019-07-10 13:19:07,"['881014', '881015', '880799']",p,"['990251', '990198']"
540,660163,G,2019-07-09 16:49:19,"['880401', '880998', '881000', '880691', '881012']",n,"['990248', '990171', '990100', '990250']"
541,660163,H,2019-07-10 11:07:11,"['880401', '880998', '881000', '880691', '881012']",n,"['990248', '990171', '990100', '990250']"
542,660163,J,2019-07-10 14:26:56,"['880401', '880998', '881000', '880691', '881012']",n,"['990248', '990171', '990100', '990250']"
543,660164,G,2019-07-09 18:29:07,"['880995', '880182', '881181']",g,"['990246', '990047', '990293']"
544,660164,H,2019-07-10 10:59:51,"['880995', '880182', '881181']",g,"['990246', '990047', '990293']"
545,660164,J,2019-07-11 11:16:44,"['880995', '880182', '881181']",g,"['990246', '990047', '990293']"
546,660165,G,2019-07-09 19:55:24,"['881137', '881116', '881136', '881117', '880902']",c,"['990282', '990223', '990275']"
547,660165,H,2019-07-10 14:21:25,"['881137', '881116', '881136', '881117', '880902']",c,"['990282', '990223', '990275']"
548,660165,J,2019-07-12 12:23:18,"['881137', '881116', '881136', '881117', '880902']",c,"['990282', '990223', '990275']"
549,660166,G,2019-07-10 10:32:21,"['880968', '881074', '881073', '880969']",m,"['990239', '990266']"
550,660166,H,2019-07-10 14:33:16,"['880968', '881074', '881073', '880969']",m,"['990239', '990266']"
551,660166,J,2019-07-11 15:39:06,"['880968', '881074', '881073', '880969']",m,"['990239', '990266']"
552,660167,G,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",k,"['990273', '990274', '990290', '990281', '990272', '990295', '990255']"
553,660167,H,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",k,"['990273', '990274', '990290', '990281', '990272', '990295', '990255']"
554,660167,J,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",k,"['990273', '990274', '990290', '990281', '990272', '990295', '990255']"
555,660168,G,2019-07-10 15:51:22,"['881077', '881078', '881156', '881155']",b,"['990267', '990286']"
556,660168,H,2019-07-11 17:00:49,"['881077', '881078', '881156', '881155']",b,"['990267', '990286']"
557,660168,J,2019-07-15 15:48:35,"['881077', '881078', '881156', '881155']",b,"['990267', '990286']"
558,660169,G,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",h,"['990260', '990154', '990263', '990167', '990238']"
559,660169,H,2019-07-12 12:57:25,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",h,"['990260', '990154', '990263', '990167', '990238']"
560,660169,J,2019-07-12 15:01:10,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",h,"['990260', '990154', '990263', '990167', '990238']"
561,660170,G,2019-07-11 08:53:20,"['881103', '881097', '880860']",f,"['990271', '990212']"
562,660170,H,2019-07-11 15:33:45,"['881103', '881097', '880860']",f,"['990271', '990212']"
563,660170,J,2019-07-11 21:54:36,"['881103', '881097', '880860']",f,"['990271', '990212']"
564,660171,G,2019-07-11 10:07:48,"['881129', '880977']",q,"['990280', '990242']"
565,660171,H,2019-07-11 16:34:01,"['881129', '880977']",q,"['990280', '990242']"
566,660171,I,2019-07-11 16:48:53,"['881129', '880977']",q,"['990280', '990242']"
567,660171,J,2019-07-15 11:33:07,"['881129', '880977']",q,"['990280', '990242']"
568,660172,G,2019-07-11 10:48:44,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",j,"['990269', '990284', '990268', '990276']"
569,660172,H,2019-07-11 14:17:20,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",j,"['990269', '990284', '990268', '990276']"
570,660172,J,2019-07-11 16:05:10,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",j,"['990269', '990284', '990268', '990276']"
571,660173,G,2019-07-11 11:42:59,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",d,"['990299', '990283', '990287', '990192']"
572,660173,H,2019-07-12 18:05:01,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",d,"['990299', '990283', '990287', '990192']"
573,660173,J,2019-07-15 16:45:36,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",d,"['990299', '990283', '990287', '990192']"
574,660174,G,2019-07-11 16:42:03,"['880942', '880985']",l,"['990232', '990244']"
575,660174,H,2019-07-15 11:09:46,"['880942', '880985']",l,"['990232', '990244']"
576,660174,J,2019-07-15 15:47:18,"['880942', '880985']",l,"['990232', '990244']"
577,660175,G,2019-07-11 16:59:43,"['881175', '881166', '881171', '881172', '881164', '881173', '881168', '881170']",e,"['990289', '990288', '990291']"
578,660175,H,2019-07-12 09:12:18,"['881175', '881166', '881171', '881172', '881164', '881173', '881168', '881170']",e,"['990289', '990288', '990291']"
579,660175,J,2019-07-12 15:26:35,"['881175', '881166', '881171', '881172', '881164', '881173', '881168', '881170']",e,"['990289', '990288', '990291']"
580,660176,G,2019-07-12 09:42:37,"['881208', '881183', '881126', '881205', '881184']",a,"['990300', '990294', '990279']"
581,660176,H,2019-07-15 10:44:36,"['881208', '881183', '881126', '881205', '881184']",a,"['990300', '990294', '990279']"
582,660176,J,2019-07-15 16:42:32,"['881208', '881183', '881126', '881205', '881184']",a,"['990300', '990294', '990279']"
583,660177,G,2019-07-12 11:47:30,"['881198', '880994', '881177', '881178', '881180', '881182', '880884', '881025', '881262']",g,"['990246', '990314', '990220', '990292', '990298', '990254', '990293']"
